# CVS $Revision: $ $Author: $ -- Thu Jul 10 13:59:32 2014 -- reformated by prettylst.pl v1.51 (build 24365)

# Spell Name				Unique Key					Classes of caster				Domains granting the spell	School			Sub-School			Spell Descriptors			Type				Components				Casting Time			Range			Item		Target Area or Effect														Duration														Save Info					Spell Resistance		Cost		Source, Long Desc.		Source, Short Desc.	Source Page		Source Pub Link
Bigby's Clenched Fist			KEY:Clenched Fist				CLASSES:Sorcerer,Wizard=8		DOMAINS:Strength=8		SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane.Divine	COMPS:V, S, F/DF			CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:10-ft. hand														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.203
Bigby's Crushing Hand			KEY:Crushing Hand				CLASSES:Sorcerer,Wizard=9		DOMAINS:Strength=9		SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane.Divine	COMPS:V, S, M, F/DF		CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:10-ft. hand														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.203
Bigby's Forceful Hand			KEY:Forceful Hand				CLASSES:Sorcerer,Wizard=6							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:10-ft. hand														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.204
Bigby's Grasping Hand			KEY:Grasping Hand				CLASSES:Sorcerer,Wizard=7		DOMAINS:Strength=7		SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane.Divine	COMPS:V, S, F/DF			CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:10-ft. hand														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.204
Bigby's Interposing Hand		KEY:Interposing Hand			CLASSES:Sorcerer,Wizard=5							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:10-ft. hand														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.204
Drawmij's Instant Summons		KEY:Instant Summons			CLASSES:Sorcerer,Wizard=7							SCHOOL:Conjuration	SUBSCHOOL:Summoning						TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:See text			TARGETAREA:One object weighing 10 lb. or less whose longest dimension is 6 ft. or less			DURATION:Permanent until discharged										SAVEINFO:None				SPELLRES:No			COST:1000	SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.225
Evard's Black Tentacles			KEY:Black Tentacles			CLASSES:Sorcerer,Wizard=4							SCHOOL:Conjuration	SUBSCHOOL:Creation						TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Medium	ITEM:Potion	TARGETAREA:20-ft.-radius spread												DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.228
Leomund's Secret Chest			KEY:Secret Chest				CLASSES:Sorcerer,Wizard=5							SCHOOL:Conjuration	SUBSCHOOL:Summoning						TYPE:Arcane			COMPS:V, S, F			CASTTIME:10 minutes		RANGE:See text			TARGETAREA:One chest and up to (CASTERLEVEL) cu. ft. of goods							DURATION:Sixty days or until discharged									SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.247
Leomund's Secure Shelter		KEY:Secure Shelter			CLASSES:Bard,Sorcerer,Wizard=4						SCHOOL:Conjuration	SUBSCHOOL:Creation						TYPE:Arcane			COMPS:V, S, M, F; see text	CASTTIME:10 minutes		RANGE:Close				TARGETAREA:20 ft. square structure												DURATION:(CASTERLEVEL*2) hours [D]										SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.247
Leomund's Tiny Hut			KEY:Tiny Hut				CLASSES:Bard,Sorcerer,Wizard=3						SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:20 ft.	ITEM:Potion	TARGETAREA:20-ft.-radius sphere centered on your location								DURATION:(CASTERLEVEL*2) hours [D]										SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.247
Leomund's Trap				KEY:Trap					CLASSES:Sorcerer,Wizard=2							SCHOOL:Illusion		SUBSCHOOL:Glamer							TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Touch		ITEM:Potion	TARGETAREA:Object touched													DURATION:Permanent [D]												SAVEINFO:None				SPELLRES:No			COST:50	SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.247
Melf's Acid Arrow				KEY:Acid Arrow				CLASSES:Sorcerer,Wizard=2							SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Acid			TYPE:Arcane			COMPS:V, S, M, F			CASTTIME:1 standard action	RANGE:Long		ITEM:Potion	TARGETAREA:One arrow of acid													DURATION:((CASTERLEVEL/3)+1) rounds										SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.253	SOURCELINK:http://www.d20srd.org/srd/spells/acidArrow.htm
Mordenkainen's Disjunction		KEY:Mage's Disjunction			CLASSES:Sorcerer,Wizard=9		DOMAINS:Magic=9			SCHOOL:Abjuration											TYPE:Arcane.Divine	COMPS:V				CASTTIME:1 standard action	RANGE:Close				TARGETAREA:All magical effects and magic items within a 40-ft.-radius burst					DURATION:Instantaneous												SAVEINFO:Will negates (object)	SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.255
Mordenkainen's Faithful Hound		KEY:Mage's Faithful Hound		CLASSES:Sorcerer,Wizard=5							SCHOOL:Conjuration	SUBSCHOOL:Creation						TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close				TARGETAREA:Phantom watchdog													DURATION:(CASTERLEVEL) hours or until discharged, then (CASTERLEVEL) rounds; see text	SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.255
Mordenkainen's Lucubration		KEY:Mage's Lucubration			CLASSES:Wizard=6									SCHOOL:Transmutation										TYPE:Arcane			COMPS:V, S				CASTTIME:1 standard action	RANGE:Personal			TARGETAREA:You															DURATION:Instantaneous												SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.256
Mordenkainen's Magnificent Mansion	KEY:Mage's Magnificent Mansion	CLASSES:Sorcerer,Wizard=7							SCHOOL:Conjuration	SUBSCHOOL:Creation						TYPE:Arcane			COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Close				TARGETAREA:Extradimensional mansion, up to (CASTERLEVEL*3) 10-ft. cubes [S]					DURATION:(CASTERLEVEL*2) hours [D]										SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.256
Mordenkainen's Private Sanctum	KEY:Mage's Private Sanctum		CLASSES:Sorcerer,Wizard=5							SCHOOL:Abjuration											TYPE:Arcane			COMPS:V, S, M			CASTTIME:10 minutes		RANGE:Close				TARGETAREA:(CASTERLEVEL*30) ft. cube [S]											DURATION:24 hours [D]												SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.256
Mordenkainen's Sword			KEY:Mage's Sword				CLASSES:Sorcerer,Wizard=7							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Close				TARGETAREA:One sword														DURATION:(CASTERLEVEL) rounds [D]										SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.256
Nystul's Magic Aura			KEY:Magic Aura				CLASSES:Bard,Sorcerer,Wizard=1	DOMAINS:Magic=1			SCHOOL:Illusion		SUBSCHOOL:Glamer							TYPE:Arcane.Divine	COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Touch		ITEM:Potion	TARGETAREA:One touched object weighing up to (CASTERLEVEL*5) lbs							DURATION:(CASTERLEVEL) days [D]										SAVEINFO:None; see text			SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.257
Otiluke's Freezing Sphere		KEY:Freezing Sphere			CLASSES:Sorcerer,Wizard=6							SCHOOL:Evocation						DESCRIPTOR:Cold			TYPE:Arcane			COMPS:V, S, F			CASTTIME:1 standard action	RANGE:Long		ITEM:Potion	TARGETAREA:See text														DURATION:Instantaneous or (CASTERLEVEL) rounds; see text						SAVEINFO:Reflex half; see text	SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.258
Otiluke's Resilient Sphere		KEY:Resilient Sphere			CLASSES:Sorcerer,Wizard=4							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close				TARGETAREA:(CASTERLEVEL) ft. diameter sphere, centered around a creature					DURATION:(CASTERLEVEL) minutes [D]										SAVEINFO:Reflex negates			SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.258
Otiluke's Telekinetic Sphere		KEY:Telekinetic Sphere			CLASSES:Sorcerer,Wizard=8							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close				TARGETAREA:(CASTERLEVEL) ft. diameter sphere, centered around creatures or objects				DURATION:(CASTERLEVEL) minutes [D]										SAVEINFO:Reflex negates (object)	SPELLRES:Yes  (object)			SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.259
Otto's Irresistible Dance		KEY:Irresistible Dance			CLASSES:Bard=6|Sorcerer,Wizard=8						SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	TYPE:Arcane			COMPS:V				CASTTIME:1 standard action	RANGE:Touch		ITEM:Potion	TARGETAREA:Living creature touched												DURATION:1d4+1 rounds												SAVEINFO:None				SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.259
Rary's Mnemonic Enhancer		KEY:Mnemonic Enhancer			CLASSES:Wizard=4									SCHOOL:Transmutation										TYPE:Arcane			COMPS:V, S, M, F			CASTTIME:10 minutes		RANGE:Personal			TARGETAREA:You															DURATION:Instantaneous												SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.268
Rary's Telepathic Bond			KEY:Telepathic Bond			CLASSES:Sorcerer,Wizard=5							SCHOOL:Divination											TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close		ITEM:Potion	TARGETAREA:You plus (CASTERLEVEL/3) willing creatures, no two of which can be more than 30 ft. apart	DURATION:(CASTERLEVEL*10) minutes [D]									SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.268
Tasha's Hideous Laughter		KEY:Hideous Laughter			CLASSES:Bard=1|Sorcerer,Wizard=2						SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close		ITEM:Potion	TARGETAREA:One creature; see text												DURATION:(CASTERLEVEL) rounds											SAVEINFO:Will negates			SPELLRES:Yes				SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.292
Tenser's Floating Disk			KEY:Floating Disk				CLASSES:Sorcerer,Wizard=1							SCHOOL:Evocation						DESCRIPTOR:Force			TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Close		ITEM:Potion	TARGETAREA:3-ft.-diameter disk of force											DURATION:(CASTERLEVEL) hours											SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.294
Tenser's Transformation			KEY:Transformation			CLASSES:Sorcerer,Wizard=6							SCHOOL:Transmutation										TYPE:Arcane			COMPS:V, S, M			CASTTIME:1 standard action	RANGE:Personal			TARGETAREA:You															DURATION:(CASTERLEVEL) rounds											SAVEINFO:None				SPELLRES:No					SOURCELONG:Player's Handbook	SOURCESHORT:PH		SOURCEPAGE:p.294

###Block: Spell Descriptions - Short and Long
# Spell Name				Description
Mage's Magnificent Mansion.MOD	DESC:You conjure up an extradimensional dwelling that has a single entrance on the plane from which the spell was cast. The entry point looks like a faint shimmering in the air that is 4 feet wide and 8 feet high. Only those you designate may enter the mansion, and the portal is shut and made invisible behind you when you enter. You may open it again from your own side at will. Once observers have passed beyond the entrance, they are in a magnificent foyer with numerous chambers beyond. The atmosphere is clean, fresh, and warm. You can create any floor plan you desire to the limit of the spell's effect. The place is furnished and contains sufficient foodstuffs to serve a nine-course banquet to a dozen people per caster level. A staff of near-transparent servants [as many as two per caster level], liveried and obedient, wait upon all who enter. The servants function as unseen servant spells except that they are visible and can go anywhere in the mansion. Since the place can be entered only through its special portal, outside conditions do not affect the mansion, nor do conditions inside it pass to the plane beyond. Focus: A miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon [each item worth 5 gp].|PRERULE:1,DisplayFullSpell
Mage's Magnificent Mansion.MOD	DESC:Door leads to extradimensional mansion.|!PRERULE:1,DisplayFullSpell
Mage's Private Sanctum.MOD		DESC:This spell ensures privacy. Anyone looking into the area from outside sees only a dark, foggy mass. Darkvision cannot penetrate it. No sounds, no matter how loud, can escape the area, so nobody can eavesdrop from outside. Those inside can see out normally. Divination [scrying] spells cannot perceive anything within the area, and those within are immune to detect thoughts. The ward prevents speech between those inside and those outside [because it blocks sound], but it does not prevent other communication, such as a sending or message spell, or telepathic communication, such as that between a wizard and her familiar. The spell does not prevent creatures or objects from moving into and out of the area. Mage's private sanctum can be made permanent with a permanency spell. Material Component: A thin sheet of lead, a piece of opaque glass, a wad of cotton or cloth, and powdered chrysolite.|PRERULE:1,DisplayFullSpell
Mage's Private Sanctum.MOD		DESC:Prevents anyone from viewing or scrying an area for 24 hours.|!PRERULE:1,DisplayFullSpell
Mage's Sword.MOD				DESC:This spell brings into being a shimmering, swordlike plane of force. The sword strikes at any opponent within its range, as you desire, starting in the round that you cast the spell. The sword attacks its designated target once each round on your turn. Its attack bonus is equal to your caster level + your Int bonus or your Cha bonus [for wizards or sorcerers, respectively] with an additional +3 enhancement bonus. As a force effect, it can strike ethereal and incorporeal creatures. It deals 4d6+3 points of force damage, with a threat range of 19-20 and a critical multiplier of x2. The sword always strikes from your direction. It does not get a bonus for flanking or help a combatant get one. If the sword goes beyond the spell range from you, if it goes out of your sight, or if you are not directing it, the sword returns to you and hovers. Each round after the first, you can use a standard action to switch the sword to a new target. If you do not, the sword continues to attack the previous round's target. The sword cannot be attacked or harmed by physical attacks, but dispel magic, disintegrate, a sphere of annihilation, or a rod of cancellation affects it. The sword's AC is 13 [10, +0 size bonus for Medium object, +3 deflection bonus]. If an attacked creature has spell resistance, the resistance is checked the first time Mage's sword strikes it. If the sword is successfully resisted, the spell is dispelled. If not, the sword has its normal full effect on that creature for the duration of the spell. Focus: A miniature platinum sword with a grip and pommel of copper and zinc. It costs 250 gp to construct.|PRERULE:1,DisplayFullSpell
Mage's Sword.MOD				DESC:Floating magic blade strikes opponents.|!PRERULE:1,DisplayFullSpell
Magic Aura.MOD				DESC:You alter an item's aura so that it registers to detect spells [and spells with similar capabilities] as though it were nonmagical, or a magic item of a kind you specify, or the subject of a spell you specify.  If the object bearing magic aura has identify cast on it or is similarly examined, the examiner recognizes that the aura is false and detects the object's actual qualities if he succeeds on a Will save. Otherwise, he believes the aura and no amount of testing reveals what the true magic is. If the targeted item's own aura is exceptionally powerful [if it is an artifact, for instance], magic aura doesn't work. Note: A magic weapon, shield, or suit of armor must be a masterwork item, so a sword of average make, for example, looks suspicious if it has a magical aura. Focus: A small square of silk that must be passed over the object that receives the aura.|PRERULE:1,DisplayFullSpell
Magic Aura.MOD				DESC:Alters object's magic aura.|!PRERULE:1,DisplayFullSpell
Freezing Sphere.MOD			DESC:Freezing sphere creates a frigid globe of cold energy that streaks from your fingertips to the location you select, where it explodes in a 10-foot-radius burst, dealing 1d6 points of cold damage per caster level [maximum 15d6] to each creature in the area. An elemental [water] creature instead takes 1d8 points of cold damage per caster level [maximum 15d8]. If the freezing sphere strikes a body of water or a liquid that is principally water [not including water-based creatures], it freezes the liquid to a depth of 6 inches over an area equal to 100 square feet [a 10- foot square] per caster level [maximum 1,500 square feet]. This ice lasts for 1 round per caster level. Creatures that were swimming on the surface of frozen water become trapped in the ice. Attempting to break free is a full-round action. A trapped creature must make a DC 25 Strength check or a DC 25 Escape Artist check to do so. You can refrain from firing the globe after completing the spell, if you wish. Treat this as a touch spell for which you are holding the charge. You can hold the charge for as long as 1 round per level, at the end of which time the freezing sphere bursts centered on you [and you receive no saving throw to resist its effect]. Firing the globe in a later round is a standard action. Focus: A small crystal sphere.|PRERULE:1,DisplayFullSpell
Freezing Sphere.MOD			DESC:Freezes water or deals cold damage.|!PRERULE:1,DisplayFullSpell
Resilient Sphere.MOD			DESC:A globe of shimmering force encloses a creature, provided the creature is small enough to fit within the diameter of the sphere. The sphere contains its subject for the spell's duration. The sphere is not subject to damage of any sort except from a rod of cancellation, a rod of negation, a disintegrate spell, or a targeted dispel magic spell. These effects destroy the sphere without harm to the subject. Nothing can pass through the sphere, inside or out, though the subject can breathe normally. The subject may struggle, but the sphere cannot be physically moved either by people outside it or by the struggles of those within. Material Component: A hemispherical piece of clear crystal and a matching hemispherical piece of gum arabic.|PRERULE:1,DisplayFullSpell
Resilient Sphere.MOD			DESC:Force globe protects but traps one subject.|!PRERULE:1,DisplayFullSpell
Telekinetic Sphere.MOD			DESC:This spell functions like resilient sphere, with the addition that the creatures or objects inside the globe are nearly weightless. Anything contained within an telekinetic sphere weighs only one-sixteenth of its normal weight. You can telekinetically lift anything in the sphere that normally weighs 5,000 pounds or less. The telekinetic control extends from you out to medium range [100 feet + 10 feet per caster level] after the sphere has succeeded in encapsulating its contents. You can move objects or creatures in the sphere that weigh a total of 5,000 pounds or less by concentrating on the sphere. You can begin moving a sphere in the round after casting the spell. If you concentrate on doing so [a standard action], you can move the sphere as much as 30 feet in a round. If you cease concentrating, the sphere does not move in that round [if on a level surface] or descends at its falling rate [if aloft] until it reaches a level surface, or the spell's duration expires, or you begin concentrating again. If you cease concentrating [voluntarily or due to failing a Concentration check], you can resume concentrating on your next turn or any later turn during the spell's duration. The sphere falls at a rate of only 60 feet per round, which is not fast enough to cause damage to the contents of the sphere. You can move the sphere telekinetically even if you are in it. Material Component: A hemispherical piece of clear crystal, a matching hemispherical piece of gum arabic, and a pair of small bar magnets.|PRERULE:1,DisplayFullSpell
Telekinetic Sphere.MOD			DESC:As resilient sphere, but you move sphere telekinetically.|!PRERULE:1,DisplayFullSpell
Irresistible Dance.MOD			DESC:The subject feels an undeniable urge to dance and begins doing so, complete with foot shuffling and tapping. The spell effect makes it impossible for the subject to do anything other than caper and prance in place. The effect imposes a -4 penalty to Armor Class and a -10 penalty on Reflex saves, and it negates any AC bonus granted by a shield the target holds. The dancing subject provokes attacks of opportunity each round on its turn.|PRERULE:1,DisplayFullSpell
Irresistible Dance.MOD			DESC:Forces subject to dance.|!PRERULE:1,DisplayFullSpell
Mnemonic Enhancer.MOD			DESC:Casting this spell allows you to prepare additional spells or retain spells recently cast. Pick one of these two versions when the spell is cast. Prepare: You prepare up to three additional levels of spells. A cantrip counts as 1/2 level for this purpose. You prepare and cast these spells normally. Retain: You retain any spell of 3rd level or lower that you had cast up to 1 round before you started casting the mnemonic enhancer. This restores the previously cast spell to your mind. In either event, the spell or spells prepared or retained fade after 24 hours [if not cast]. Material Component: A piece of string, and ink consisting of squid secretion with black dragon's blood. Focus: An ivory plaque of at least 50 gp value.|PRERULE:1,DisplayFullSpell
Mnemonic Enhancer.MOD			DESC:Wizard only. Prepares extra spells or retains one just cast.|!PRERULE:1,DisplayFullSpell
Telepathic Bond.MOD			DESC:You forge a telepathic bond among yourself and a number of willing creatures, each of which must have an Intelligence score of 3 or higher. Each creature included in the link is linked to all the others. The creatures can communicate telepathically through the bond regardless of language. No special power or influence is established as a result of the bond. Once the bond is formed, it works over any distance [although not from one plane to another]. If desired, you may leave yourself out of the telepathic bond forged. This decision must be made at the time of casting. Telepathic bond can be made permanent with a permanency spell, though it only bonds two creatures per casting of permanency. Material Component: Pieces of eggshell from two different kinds of creatures.|PRERULE:1,DisplayFullSpell
Telepathic Bond.MOD			DESC:Link lets allies communicate.|!PRERULE:1,DisplayFullSpell
Hideous Laughter.MOD			DESC:This spell afflicts the subject with uncontrollable laughter. It collapses into gales of manic laughter, falling prone. The subject can take no actions while laughing, but is not considered helpless. After the spell ends, it can act normally. A creature with an Intelligence score of 2 or lower is not affected. A creature whose type is different from the caster's receives a +4 bonus on its saving throw, because humor doesn't "translate" well. Material Component: Tiny tarts that are thrown at the target and a feather that is waved in the air.|PRERULE:1,DisplayFullSpell
Hideous Laughter.MOD			DESC:Subject loses actions for (CASTERLEVEL) rounds.|!PRERULE:1,DisplayFullSpell
Floating Disk.MOD				DESC:You create a slightly concave, circular plane of force that follows you about and carries loads for you. The disk is 3 feet in diameter and 1 inch deep at its center. It can hold 100 pounds of weight per caster level. [If used to transport a liquid, its capacity is 2 gallons.] The disk floats approximately 3 feet above the ground at all times and remains level. It floats along horizontally within spell range and will accompany you at a rate of no more than your normal speed each round. If not otherwise directed, it maintains a constant interval of 5 feet between itself and you. The disk winks out of existence when the spell duration expires. The disk also winks out if you move beyond range or try to take the disk more than 3 feet away from the surface beneath it. When the disk winks out, whatever it was supporting falls to the surface beneath it. Material Component: A drop of mercury.|PRERULE:1,DisplayFullSpell
Floating Disk.MOD				DESC:Creates 3-ft.-diameter horizontal disk that holds (CASTERLEVEL*100) lbs|!PRERULE:1,DisplayFullSpell
Transformation.MOD			DESC:You become a virtual fighting machine- stronger, tougher, faster, and more skilled in combat. Your mind-set changes so that you relish combat and you can't cast spells, even from magic items. You gain a +4 enhancement bonus to Strength, Dexterity, and Constitution, a +4 natural armor bonus to AC, a +5 competence bonus on Fortitude saves, and proficiency with all simple and martial weapons. Your base attack bonus equals your character level [which may give you multiple attacks]. You lose your spellcasting ability, including your ability to use spell activation or spell completion magic items, just as if the spells were no longer on your class list. Material Component: A potion of bull's strength, which you drink [and whose effects are subsumed by the spell effects].|PRERULE:1,DisplayFullSpell
Transformation.MOD			DESC:You gain combat bonuses.|!PRERULE:1,DisplayFullSpell

###Block: Temp Bonus
# Spell Name		Temporary Bonus
Irresistible Dance.MOD	TEMPBONUS:ANYPC|SAVE|Reflex|-10|TYPE=Temporary	TEMPBONUS:ANYPC|COMBAT|AC|-4|TYPE=Temporary	TEMPBONUS:ANYPC|COMBAT|AC|-1*(ARMOR.SHIELD.EQUIPPED.ACBONUS)|TYPE=Shield
Transformation.MOD	TEMPBONUS:PC|SAVE|Fortitude|5|TYPE=Enhancement	TEMPBONUS:PC|COMBAT|AC|4|TYPE=NaturalArmor.STACK	TEMPBONUS:PC|COMBAT|BASEAB|TL-BAB|TYPE=Temporary	TEMPBONUS:PC|STAT|STR|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|CON|4|TYPE=Enhancement	TEMPBONUS:PC|STAT|DEX|4|TYPE=Enhancement
