# CVS $Revision: $ $Author: $ -- Sun Aug 17 15:41:15 2014 -- reformated by prettylst.pl v1.51 (build 24906)
# Feat Name				Type				Required Ability										Restricted Ability							Required AL				Req. Att.	Required Check Base		Required Class			Required Feat								Prohibited Feat			Required Lvl	Required Race										Req. Special Ability	Required Skill				Required Spell School		Required Stat	Required Template		Required Text												Multiple?	Choose								Selections	Add Spell Lvl	Bonus to HP			Source Page
Baleful Moan			TYPE:Monstrous																																									PREFEAT:1,Daunting Presence														PRERACE:1,RACETYPE=Undead	PRERACE:1,RACESUBTYPE=Incorporeal																																																										SOURCEPAGE:p.24
Bolster Resistance		TYPE:General																																									PREFEAT:1,Corpsecrafter																																																																																			SOURCEPAGE:p.25
Contagious Paralysis		TYPE:Monstrous																																																																																													PRETEXT:Paralysis as an extraordinary or supernatural ability.																								SOURCEPAGE:p.25
Corpsecrafter			TYPE:General																																																																																																																															SOURCEPAGE:p.25
Corrupted Wild Shape		TYPE:Monstrous																																									PREABILITY:1,CATEGORY=Special Ability,TYPE.Wild Shape															PRERACE:1,RACETYPE=Undead																																																											SOURCEPAGE:p.25
Daunting Presence			TYPE:General.Fighter																												PRETOTALAB:1																																																								PRESTAT:1,CHA=13																																						SOURCEPAGE:p.25
Deadly Chill			TYPE:General																																									PREFEAT:1,Corpsecrafter																																																																																			SOURCEPAGE:p.25
Death Master			TYPE:Monstrous																													PRETOTALAB:1											PREFEAT:1,Daunting Presence														PRERACE:1,RACETYPE=Undead																							PRESTAT:1,CHA=13																																						SOURCEPAGE:p.26
Destruction Retribution		TYPE:General																																									PREFEAT:1,Corpsecrafter																																																																																			SOURCEPAGE:p.26
Divine Accuracy			TYPE:Divine			PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead,Rebuke Undead																																																																																																																		SOURCEPAGE:p.26
Empowered Ability Damage	TYPE:Monstrous																																																											PRERACE:1,RACETYPE=Undead	PRERACE:1,RACESUBTYPE=Incorporeal																	PRESTAT:1,CHA=11					PRETEXT:supernatural ability to drain or damage an ability score.																								SOURCEPAGE:p.26
Empower Turning			TYPE:General		PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead,Rebuke Undead																																																																																																																		SOURCEPAGE:p.26
Endure Sunlight			TYPE:Monstrous																																																																																													PRETEXT:Sunlight powerlessness or sunlight-related weakness.																								SOURCEPAGE:p.26
Enduring Life			TYPE:General																																																																																																																															SOURCEPAGE:p.26
Energize Spell			TYPE:Metamagic																								PREALIGN:LG,LN,NG,TN,CG,CN																							!PREABILITY:1,CATEGORY=Special Ability,TYPE.Rebuke Undead																																																												ADDSPELLLEVEL:1					SOURCEPAGE:p.26
Enervate Spell			TYPE:Metamagic														!PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead	PREALIGN:LE,NG,NE,CG,CN,CE																																																																																												ADDSPELLLEVEL:1					SOURCEPAGE:p.26
Eviscerator				TYPE:Monstrous																													PRETOTALAB:1											PREFEAT:3,Death Master,Daunting Presence,Improved Critical									PRERACE:1,RACETYPE=Undead																							PRESTAT:1,CHA=13																																						SOURCEPAGE:p.26
Fell Animate			TYPE:Metamagic																																																																																																																								ADDSPELLLEVEL:3					SOURCEPAGE:p.26
Fell Drain				TYPE:Metamagic																																																																																																																								ADDSPELLLEVEL:2					SOURCEPAGE:p.27
Fell Frighten			TYPE:Metamagic																																																																																																																								ADDSPELLLEVEL:2					SOURCEPAGE:p.27
Fell Weaken				TYPE:Metamagic																																																																																																																								ADDSPELLLEVEL:1					SOURCEPAGE:p.27
Ghost Scarred			TYPE:General																																																																											PRESKILL:1,Knowledge (Religion)=8																																															SOURCEPAGE:p.27
Ghostly Grasp			TYPE:Monstrous																																																											PRERACE:1,RACESUBTYPE=Incorporeal																						PRESTAT:1,CHA=15																																							SOURCEPAGE:p.27
Graft Flesh (Aboleth)		TYPE:General.GraftFlesh																																																										PRERACE:1,Aboleth														PRESKILL:1,Heal=10																																																	SOURCEPAGE:p.27
Graft Flesh (Beholder)		TYPE:General.GraftFlesh																																																																										PRESKILL:1,Heal=10																																																	SOURCEPAGE:p.27
Graft Flesh (Fiendish)		TYPE:General.GraftFlesh																																																																										PRESKILL:1,Heal=10											PRETEMPLATE:1,Fiend																																			SOURCEPAGE:p.27
Graft Flesh (Illithid)		TYPE:General.GraftFlesh																																																										PRERACE:1,Mind Flayer													PRESKILL:1,Heal=10																																																	SOURCEPAGE:p.27
Graft Flesh (Undead)		TYPE:General.GraftFlesh																																																																										PRESKILL:1,Heal=10																																																	SOURCEPAGE:p.27
Graft Flesh (Yuan-Ti)		TYPE:General.GraftFlesh																																																										PRERACE:1,Yuan-Ti (Pureblood),Yuan-Ti (Halfblood),Yuan-Ti (Abomination)					PRESKILL:1,Heal=10																																																	SOURCEPAGE:p.27
Harden Flesh			TYPE:General																																									PREFEAT:1,Corpsecrafter																																																																																			SOURCEPAGE:p.27
Heighten Turning			TYPE:General																																									PREFEAT:1,Extra Turning																																										PRESTAT:1,CHA=13																																							SOURCEPAGE:p.27
Improved Energy Drain		TYPE:General																																																																																						PRESTAT:1,CHA=15					PRETEXT:energy drain supernatural ability.																											SOURCEPAGE:p.27
Improved Paralysis		TYPE:Monstrous																																									PREFEAT:1,Ability Focus (Paralysis)													PRERACE:1,RACETYPE=Undead																														PRETEXT:Paralysis special ability																													SOURCEPAGE:p.27
Improved Toughness		TYPE:General																															PRECHECKBASE:1,Fortitude=2																																																																																								BONUS:HP|CURRENTMAX|TL	SOURCEPAGE:p.27
Improved Turn Resistance	TYPE:General																																																											PRERACE:1,RACETYPE=Undead																																																																SOURCEPAGE:p.27
Lasting Life			TYPE:General																																									PREFEAT:2,Endurance,Enduring Life																																																																																	SOURCEPAGE:p.28
Life Drain				TYPE:Monstrous																																																																																						PRESTAT:1,CHA=13					PRETEXT:Energy drain supernatural ability																												SOURCEPAGE:p.28
Lifebond				TYPE:Monstrous																																																											PRERACE:1,RACETYPE=Undead																							PRESTAT:1,CHA=11																			MULT:YES	CHOOSE:NOCHOICE	STACK:YES														SOURCEPAGE:p.28
Lifesense				TYPE:Monstrous																																																																																						PRESTAT:1,CHA=13					PRETEXT:No Con score																															SOURCEPAGE:p.28
Mother Cyst				TYPE:Monstrous																																				PRECLASS:1,SPELLCASTER=1																																			PRESKILL:1,Knowledge (Religion)=2																																															SOURCEPAGE:p.28
Necromantic Might			TYPE:General																																									PREFEAT:1,Necromantic Presence																																																																																	SOURCEPAGE:p.28
Necromantic Presence		TYPE:General																																																																																																																															SOURCEPAGE:p.28
Necrotic Rserve			TYPE:General																																																																																						PRESTAT:1,CHA=13					PRETEXT:supernatural ability to drain or damage an ability score or drain energy.																					SOURCEPAGE:p.28
Necropotent				TYPE:General																																				PRECLASS:1,Fighter=4		PREFEAT:1,Weapon Specialization																																																													MULT:YES	CHOOSE:WEAPONPROFICIENCY|FEAT=Weapon Specialization	SELECT:1								SOURCEPAGE:p.29
Nimble Bones			TYPE:General																																									PREFEAT:1,Corpsecrafter																																																																																			SOURCEPAGE:p.29
Positive Energy Resistance	TYPE:Monstrous																																																											PRERACE:1,RACETYPE=Undead																																																																SOURCEPAGE:p.29
Profane Lifeleech			TYPE:Divine																																										PREABILITY:1,CATEGORY=Special Ability,TYPE.Rebuke Undead																																																																													SOURCEPAGE:p.29
Profane Vigor			TYPE:Divine																																										PREABILITY:1,CATEGORY=Special Ability,TYPE.Rebuke Undead																																										PRESTAT:1,CHA=11																																	SOURCEPAGE:p.29
Quicken Manifestation		TYPE:Monstrous																																																																																													PRETEXT:Ability to manifest from the Ethereal Plane to the Material Plane.																						SOURCEPAGE:p.29
Quicken Turning			TYPE:General		PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead,Rebuke Undead																																																																																																																		SOURCEPAGE:p.29
Requiem				TYPE:General																																									PREABILITY:1,CATEGORY=Special Ability,TYPE.Bardic Music																															PRESKILL:1,TYPE.Perform=8																																										SOURCEPAGE:p.29
Sacred Vengeance			TYPE:Divine			PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead																																																																																																																				SOURCEPAGE:p.30
Sacred Vitality			TYPE:Divine			PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead																																																																																																																				SOURCEPAGE:p.30
Spell Drain				TYPE:Monstrous																																				PRECLASS:1,SPELLCASTER=5	PREFEAT:1,Improved Energy Drain																																								PRESTAT:1,CHA=15					PRETEXT:Energy drain supernatural ability																												SOURCEPAGE:p.30
Spurn Death's Touch		TYPE:Divine			PREABILITY:1,CATEGORY=Special Ability,TYPE.Turn Undead																																																																																																																				SOURCEPAGE:p.30
Stitched Flesh Familiar		TYPE:General																																																																							PREABILITY:1,CATEGORY=Special Ability,TYPE.Familiar							PRESPELLSCHOOL:3,Necromancy=0																																					SOURCEPAGE:p.30
Tomb-Born Fortitude		TYPE:General																								PREALIGN:LN,LE,TN,NE,CN,CE													PREFEAT:1,Tomb-Tainted Soul																																																																																		SOURCEPAGE:p.30
Tomb-Born Resilience		TYPE:General																								PREALIGN:LN,LE,TN,NE,CN,CE													PREFEAT:1,Tomb-Tainted Soul																																																																																		SOURCEPAGE:p.30
Tomb-Born Vitality		TYPE:General																								PREALIGN:LN,LE,TN,NE,CN,CE													PREFEAT:1,Tomb-Tainted Soul																																																																																		SOURCEPAGE:p.31
Tomb-Tainted Soul			TYPE:General																								PREALIGN:LN,LE,TN,NE,CN,CE																																																																																																			SOURCEPAGE:p.31
Undead Leadership			TYPE:General																								PREALIGN:LN,LE,TN,NE,CN,CE																												PRELEVEL:MIN=6																	PRESKILL:1,Knowledge (Religion)=6																																															SOURCEPAGE:p.31
Unquenchable Flame of Life	TYPE:General																																																																																																																															SOURCEPAGE:p.31
Vampire Hunter			TYPE:General																																																																											PRESKILL:1,Knowledge (Religion)=6																																															SOURCEPAGE:p.31

###Block: Descriptions
# Ability					Description
Fell Frighten.MOD				BENEFIT:You can alter a spell that deals damage to foes so that any creature subject to fear effects and mind-affecting spells and abilities that is dealt damage also becomes shaken for 1 minute. A fell frightening spell uses up a spell slot two levels higher than the spells actual level.
Fell Weaken.MOD				BENEFIT:You can alter a spell that deals damage to foes so that any living creature that is dealt damage also takes a 4 penalty to Strength for 1 minute. Strength penalties from multiple spells enhanced by the Fell Weakening feat do not stack. A fell weakening spell uses up a spell slot one level higher than the spells actual level.
Ghost Scarred.MOD				BENEFIT:You gain a +2 insight bonus on attack rolls and weapon damage rolls against incorporeal undead. You also gain a +2 bonus on all saving throws made to resist the spells or abilities of incorporeal undead
Ghostly Grasp.MOD				BENEFIT:You can wear, wield, and otherwise use corporeal items as though you were not incorporeal.
Graft Flesh (Aboleth).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Graft Flesh (Beholder).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Graft Flesh (Fiendish).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Graft Flesh (Illithid).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Graft Flesh (Undead).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Graft Flesh (Yuan-Ti).MOD		BENEFIT:Choose a type of graft: aboleth, beholder, fiendish, illithid, undead, or yuan-ti. You must be an aboleth to choose aboleth grafts. You must be a fiend to choose fiendish grafts. You must be an illithid to choose illithid grafts. You must be a yuan-ti to choose yuan-ti grafts. There are no additional requirements for choosing beholder or undead grafts. You can create grafts of your chosen type and apply them to other living creatures or to yourself. Creating a graft takes 24 hours for each 1,000 gp in its price. To create a graft, you must spend 1/25 of the grafts price in XP and use up raw materials costing half of this price. (See Chapter 5 of this book for prerequisites and other information on grafts.)
Harden Flesh.MOD				BENEFIT:Every undead you raise or create with any necromancy spell gains a +2 natural armor bonus to Armor Class.
Heighten Turning.MOD			BENEFIT:When you turn or rebuke undead, you may choose a number no higher than your cleric level. Add that number to your turning check, while subtracting it from your turning damage roll. If youre not a cleric, you may choose a number no higher than your effective cleric level (for instance, a paladin could choose a number up to two less than his paladin level). If a prestige class increases your effective turning level, use your effective turning level.
Improved Energy Drain.MOD		BENEFIT:Whenever you bestow a negative level upon a creature, you gain a +1 bonus on skill checks, ability checks, attack rolls, and saving throws for 1 hour.
Improved Paralysis.MOD			BENEFIT:When your natural attacks threaten to paralyze your foe, add a +4 bonus to the save DC.
Improved Toughness.MOD			BENEFIT:You gain a number of hit points equal to your current Hit Dice. Each time you gain a Hit Die (such as by gaining a level), you gain 1 additional hit point. If you lose a Hit Die (such as by losing a level), you lose 1 hit point permanently.
Improved Turn Resistance.MOD		BENEFIT:You are less easily affected by clerics or paladins than you normally would be (see Turn or Rebuke Undead, page 159 of the Players Handbook). When resolving a turn, rebuke, command, or bolster attempt, add +4 to your character level (monster Hit Dice plus class levels) to determine your Hit Dice for turn, rebuke, command, and bolster attempts. For example, a 4 HD wight with this feat is treated as an 8 HD undead for the purpose of turn, rebuke, command, and bolster attempts, even though it is a 4 HD creature for any other purpose. A vampire that already has +4 turn resistance adds an additional +4 with this feat, for a total of +8.
Lasting Life.MOD				BENEFIT:Once per round as a standard action, you can attempt to remove a negative level from yourself by attempting a Will save (DC 10 + 1/2 attackers HD + attackers Cha modifier). If the saving throw succeeds, the negative level goes away. You make a separate saving throw for each negative level you have gained. If the save fails, you retain the negative level, but you can try again next round to remove it.
Life Drain.MOD				BENEFIT:Whenever you bestow a negative level upon a creature, add your Charisma modifier to the hit points lost by the creature due to that negative level. You then gain temporary hit points equal to the amount lost by the creature due to the negative level. These temporary hit points last for up to 1 hour. For example, a creature touched by a spectre (Cha 15) with this feat loses an additional 2 hit points due to each negative level, and the spectre gains an additional 2 temporary hit points from each negative level it bestows.
Lifebond.MOD				BENEFIT:Whenever the chosen creature is within 60 feet, you gain a +4 bonus to your turn resistance and a +2 bonus on all saving throws. If the chosen creature dies, you lose these bonuses and take a 2 penalty on all saves for 24 hours. If you replace the chosen creature with another living creature, the bond can be transferred at your option.
Lifesense.MOD				BENEFIT:In addition to any normal light that might be present, your surroundings are illuminated by roving points of brightness created by living creatures. To your eyes, a Medium or smaller creature gives off life force sufficient to provide bright illumination in a 60-foot radius, revealing itself and all features and objects in range to your life-adapted sight. This life-light behaves like regular lightyou cant see into solid objects, or past solid walls. A Large creature gives off life-light in a 120-foot radius, and the radius doubles again for each additional size category larger than Medium, up to a maximum radius of 960 feet for a Colossal creature.
Mother Cyst.MOD				BENEFIT:You grow an internal cyst of undead flesh called a mother cyst. The cyst may be noticeable as a discolored swelling on your skin, if desired. The mother cyst is slightly painful, but otherwise isnt harmful. The mother cyst grants you access to a selection of cyst-related spells listed below (and described in Chapter 4 of this book). You cast these spells like any other spell you can cast, once you host a mother cyst (if you are a caster who prepares spells, you can prepare all necrotic cyst spells without referring to a spellbook, as if you had the Spell Mastery feat for each such spell).
Necromantic Might.MOD			BENEFIT:Whenever undead you control are within 60 feet of you, they are physically inspired by your necromantic aura, and gain a +2 enhancement bonus on their attack rolls and saving throws.
Necromantic Presence.MOD		BENEFIT:Whenever undead you control are within 60 feet of you, they gain a +4 bonus to their turn resistance.
Necrotic Rserve.MOD			BENEFIT:Each day that you slake your hunger by draining or damaging a living creatures ability score, or draining a living creatures life force, you gain a necrotic reserve. On days when you have created a reserve, you are weakened but not destroyed when you are dealt enough damage to reduce your hit points to 0 or lower. A weakened undead acting on the strength of its necrotic reserve may take a single move action or standard action each round (but not both, nor can it take full-round actions). It moves at half speed. Taking move actions doesnt risk further injury, but performing any standard action (or any other action the DM deems strenuous, including some free actions such as casting a quickened spell) immediately expends the necrotic reserve. Unless the action increased the weakened undeads hit points, it is destroyed. A weakened undead acting on the strength of its necrotic reserve is also destroyed if it is dealt additional damage after the attack that first weakened it.
Necropotent.MOD				BENEFIT:You gain a +4 bonus on all damage rolls you make using the selected weapon type against undead.
Nimble Bones.MOD				BENEFIT:Each undead you raise or create with any necromancy spell gains a +4 bonus on initiative checks and a 10-foot increase to its base land speed.
Positive Energy Resistance.MOD	BENEFIT:You gain resistance 10 against positive energy effects, such as cure spells.
Profane Lifeleech.MOD			BENEFIT:As a standard action, you can spend two of your rebuke attempts to deal 1d6 points of damage to all living creatures within a 30-foot burst. This effect cant reduce any creatures current hit points to less than 0. You are healed of an amount of damage equal to the total amount of hit points that you drain from affected creatures, but this healing does not allow you to exceed your full notmal hit point total.
Profane Vigor.MOD				BENEFIT:As a standard action, you can spend one of your rebuke attempts to heal one undead ally within 60 feet 2 hit points of damage per cleric level. This healing does not allow the affected undead to exceed their full normal hit point totals.
Quicken Manifestation.MOD		BENEFIT:Once per round, you can manifest from the Ethereal Plane to the Material Plane as a free action. Turning ethereal still requires a standard action.
Quicken Turning.MOD			BENEFIT:You can turn or rebuke undead as a free action. You may still make only one turning attempt per round.
Requiem.MOD					BENEFIT:You can extend the effects of your mind-affecting bardic music and virtuosos performance abilities so that they influence even the undead. All bardic music effects on undead creatures have only half the duration they normally would against the living.
Sacred Vengeance.MOD			BENEFIT:As a free action, spend one of your turn undead attempts to add 2d6 points of damage to all your successful melee attacks against undead until the end of the current round.
Sacred Vitality.MOD			BENEFIT:As a standard action, you can spend one of your turning attempts to gain immunity to ability damage, ability drain, and energy drain for 1 minute.
Spell Drain.MOD				BENEFIT:If you bestow a negative level upon a spellcasting creature, and that creature loses a prepared spell, you gain the ability to cast that spell once (as if you had prepared it). Treat the spells effect as if it had been cast by the character who prepared it (including caster level, save DC, and so forth). You need not have the requisite ability score to cast the spell (for instance, you need not have an Intelligence of 13 or higher to cast a fireball drained from the mind of a wizard). The spell remains in your mind for up to 1 hour. You can have a maximum number of stolen spells equal to your Charisma bonus (minimum 1); any spells that you would gain above this number are simply lost. This feat has no effect on spellcasters who dont prepare spells (such as a sorcerer, who simply loses one spell slot for each negative level bestowed as normal) or who have no spells prepared (such as a fighter, or a wizard who has cast all her spells).
Spurn Death's Touch.MOD			BENEFIT:As a standard action that does not provoke attacks of opportunity, you can spend one of your turning attempts for the day to touch an ally to heal 1d4 points of ability damage, remove a paralysis effect, or remove a negative level. You can only use this effect to heal ability damage dealt by an undead creature or remove effects caused by an undead creature.
Stitched Flesh Familiar.MOD		BENEFIT:When choosing a familiar, you may choose a stitched flesh familiar. A stitched flesh familiar appears similar to any of the standard familiars available in the Players Handbook, except that the stitched flesh familiar is obviously sewn together from many different creatures of that kind and, to a practiced eye, is clearly an undead creature. A stitched flesh familiar is magically linked to its master in the same way as a normal familiar. A stitched flesh familiar uses the basic statistics for a creature of its kind, as given in the Monster Manual, except as noted below. Hit Dice: A stitched flesh familiar has a d12 Hit Die and gains no bonus hit points from Constitution (since it is an undead creature). For effects that depend upon Hit Dice, use the masters character level or the familiars normal Hit Dice total, whichever is higher. Hit Points: Use 1/2 the masters total or the familiars normal total, whichever is higher. Attacks: Use the masters base attack bonus or the familiars, whichever is higher. Saving Throws: For each saving throw, use either the familiars base save bonus or the masters (as calculated from his character level), whichever is higher. Familiar Special Abilities: Use the second table in the Familiars sidebar on page 52 of the Players Handbook to determine additional abilities, just as you would for a normal familiar. Stitched flesh familiars do not grant their masters any of the benefits that appear on the first table in that sidebar. Instead of the noted special ability, a stitched flesh familiar grants its master the ability to control 4 more Hit Dice of undead than he is normally capable of controlling (both through the rebuke undead ability and through spells such as animate dead).
Tomb-Born Fortitude.MOD			BENEFIT:You have a 25%% chance to resist critical hits. When a critical hit or sneak attack is scored against you, there is a 25%% chance that the critical hit or sneak attack is negated and damage is instead rolled normally. In addition, you do not risk death from massive damage. Your skin takes on the pallor and texture of a dead creature of your race.
Tomb-Born Resilience.MOD		BENEFIT:You gain a +2 bonus on saving throws made to resist mind-affecting spells and abilities, poison, and disease. Your nails or claws grow yellow and rotten. Although this change has no effect on the damage of your unarmed or natural attacks, most individuals find such creatures horrid-looking
Tomb-Born Vitality.MOD			BENEFIT:You do not need to sleep, and you are immune to magic sleep effects. If you are a spellcaster, you still require 8 hours of uninterrupted rest (but not sleep) to prepare your spells. In addition, you no longer need to eat. Your body grows unnaturally thin, your flesh stretching tightly over your bones to give you a freakish, skeletal appearance.
Tomb-Tainted Soul.MOD			BENEFIT:You are healed by negative energy and harmed by positive energy as if you were an undead creature. This feat gives no other penalties or benefits of the undead type.
Undead Leadership.MOD			BENEFIT:You attract followers and a cohort as if you had taken the Leadership feat. Your leadership score is treated as 2 higher than it otherwise would be for the purposes of attracting undead followers and treated as 4 lower than it otherwise would be for the purposes of attracting living followers. If you choose to attract an undead cohort rather than a living cohort, you can attract an undead cohort with a maximum effective character level equal to two less than your ECL. See page 106 of the Dungeon Masters Guide for more information on the Leadership feat.
Unquenchable Flame of Life.MOD	BENEFIT:You gain a +2 bonus on all saves against the extraordinary or supernatural abilities of undead creatures.
Vampire Hunter.MOD			BENEFIT:You can take a move action to unfailingly determine whether a vampire or vampire spawn is within 30 feet of you. In addition, you are immune to the dominating gaze ability of vampires and vampire spawn.

# END
