


Feycraft	KEY:Feycraft ~ Armor	TYPE:Armor	PRETYPE:1,LightArmor,MediumArmor,Light,Medium	VISIBLE:QUALIFY	COST:500	BONUS:EQMARMOR|SPELLFAILURE|-5|TYPE=Enhancement	BONUS:EQM|WEIGHTDIV|.10	SOURCEPAGE:p.274
Elemental Power (Earth/Greater)	KEY:Weapon ~ Element Power Earth Greater	TYPE:Weapon	PLUS:3		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=Weapon ~ Acid Burst,EQMOD=Weapon ~ Corrosive,EQMOD=ACID_BLAST_MELEE,EQMOD=ACID_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Greater Earth Elemental for 15 rounds	SOURCEPAGE:p.256
Elemental Power (Earth/Elder)	KEY:Weapon ~ Element Power Earth Elder		TYPE:Weapon	PLUS:4		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=Weapon ~ Acid Burst,EQMOD=Weapon ~ Corrosive,EQMOD=ACID_BLAST_MELEE,EQMOD=ACID_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon an Elder Earth Elemental for 17 rounds	SOURCEPAGE:p.256

Elemental Power (Fire/Large)	KEY:Weapon ~ Element Power Fire Large		TYPE:Weapon	PLUS:1		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FLM_M,EQMOD=FLM_R,EQMOD=Flaming (Weapon/Melee),EQMOD=Flaming (Weapon/Ranged),EQMOD=FLM_BR_M,EQMOD=FLM_BR_R,EQMOD=Flaming Burst (Weapon/Melee),EQMOD=Flaming Burst (Weapon/Ranged),EQMOD=FIRE_BLAST_MELEE,EQMOD=FIRE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Large Fire Elemental for 11 rounds	SOURCEPAGE:p.257
Elemental Power (Fire/Huge)	KEY:Weapon ~ Element Power Fire Huge		TYPE:Weapon	PLUS:2		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FLM_M,EQMOD=FLM_R,EQMOD=Flaming (Weapon/Melee),EQMOD=Flaming (Weapon/Ranged),EQMOD=FLM_BR_M,EQMOD=FLM_BR_R,EQMOD=Flaming Burst (Weapon/Melee),EQMOD=Flaming Burst (Weapon/Ranged),EQMOD=FIRE_BLAST_MELEE,EQMOD=FIRE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Huge Fire Elemental for 13 rounds	SOURCEPAGE:p.257
Elemental Power (Fire/Greater)	KEY:Weapon ~ Element Power Fire Greater		TYPE:Weapon	PLUS:3		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FLM_M,EQMOD=FLM_R,EQMOD=Flaming (Weapon/Melee),EQMOD=Flaming (Weapon/Ranged),EQMOD=FLM_BR_M,EQMOD=FLM_BR_R,EQMOD=Flaming Burst (Weapon/Melee),EQMOD=Flaming Burst (Weapon/Ranged),EQMOD=FIRE_BLAST_MELEE,EQMOD=FIRE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Greater Fire Elemental for 15 rounds	SOURCEPAGE:p.257
Elemental Power (Fire/Elder)	KEY:Weapon ~ Element Power Fire Elder		TYPE:Weapon	PLUS:4		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FLM_M,EQMOD=FLM_R,EQMOD=Flaming (Weapon/Melee),EQMOD=Flaming (Weapon/Ranged),EQMOD=FLM_BR_M,EQMOD=FLM_BR_R,EQMOD=Flaming Burst (Weapon/Melee),EQMOD=Flaming Burst (Weapon/Ranged),EQMOD=FIRE_BLAST_MELEE,EQMOD=FIRE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon an Elder Fire Elemental for 17 rounds	SOURCEPAGE:p.257

Elemental Power (Water/Large)	KEY:Weapon ~ Element Power Water Large		TYPE:Weapon	PLUS:1		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FROST_M,EQMOD=FROST_R,EQMOD=Frost (Weapon/Melee),EQMOD=Frost (Weapon/Ranged),EQMOD=ICE_BR_M,EQMOD=ICE_BR_R,EQMOD=Icy Burst (Weapon/Melee),EQMOD=Icy Burst (Weapon/Ranged),EQMOD=ICE_BLAST_MELEE,EQMOD=ICE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Large Water Elemental for 11 rounds	SOURCEPAGE:p.261
Elemental Power (Water/Huge)	KEY:Weapon ~ Element Power Water Huge		TYPE:Weapon	PLUS:2		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FROST_M,EQMOD=FROST_R,EQMOD=Frost (Weapon/Melee),EQMOD=Frost (Weapon/Ranged),EQMOD=ICE_BR_M,EQMOD=ICE_BR_R,EQMOD=Icy Burst (Weapon/Melee),EQMOD=Icy Burst (Weapon/Ranged),EQMOD=ICE_BLAST_MELEE,EQMOD=ICE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Huge Water Elemental for 13 rounds	SOURCEPAGE:p.261
Elemental Power (Water/Greater)	KEY:Weapon ~ Element Power Water Greater	TYPE:Weapon	PLUS:3		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FROST_M,EQMOD=FROST_R,EQMOD=Frost (Weapon/Melee),EQMOD=Frost (Weapon/Ranged),EQMOD=ICE_BR_M,EQMOD=ICE_BR_R,EQMOD=Icy Burst (Weapon/Melee),EQMOD=Icy Burst (Weapon/Ranged),EQMOD=ICE_BLAST_MELEE,EQMOD=ICE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon a Greater Water Elemental for 15 rounds	SOURCEPAGE:p.261
Elemental Power (Water/Elder)	KEY:Weapon ~ Element Power Water Elder		TYPE:Weapon	PLUS:4		COST:0	VISIBLE:QUALIFY		PREMULT:3,[PRETYPE:2,Enhancement,Weapon],[PRETYPE:1,Melee,Ranged],[PRETYPE:1,EQMOD=FROST_M,EQMOD=FROST_R,EQMOD=Frost (Weapon/Melee),EQMOD=Frost (Weapon/Ranged),EQMOD=ICE_BR_M,EQMOD=ICE_BR_R,EQMOD=Icy Burst (Weapon/Melee),EQMOD=Icy Burst (Weapon/Ranged),EQMOD=ICE_BLAST_MELEE,EQMOD=ICE_BLAST_RANGED]	SPROP:Once per day, as a Standard Action, the wielder can summon an Elder Water Elemental for 17 rounds	SOURCEPAGE:p.261
