# CVS $Revision: $ $Author: $ -- Thu Aug  7 12:47:32 2014 -- reformated by prettylst.pl v1.51 (build 24365)
SOURCELONG:Draconomicon	SOURCESHORT:Dr	SOURCEDATE:2004-11

CATEGORY=Internal|Default.MOD	DEFINE:BreathWeaponLine|0	BONUS:VAR|BreathWeaponLine|max((SIZE-1)*20,30)|TYPE=Base	DEFINE:BreathWeaponCone|0	BONUS:VAR|BreathWeaponCone|max((SIZE-1)*10,15)|TYPE=Base		DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDuration|0


Frightful Presence	KEY:Awakened Frightful Presence	CATEGORY:Special Ability	TYPE:SpecialAttack.Extraordinary.MindAffecting.Fear	VISIBLE:YES	DESC:%1 ft (Will DC %2)|AwakenedFrightfulPresRange|AwakenedFrightfulPresenceDC|PREVARGT:AwakenedFrightfulPresRange,0	DESC:Your very presence unsettling to foes. It takes effect automatically when you perform some sort of dramatic action (such as charging, attacking, or snarling). Opponents with fewer hit dice than your racial hitdice within range who witness the action may become frightened or shaken.	SERVESAS:ABILITY=Special Ability|Frightful Presence		DEFINE:AwakenedFrightfulPresRange|0	DEFINE:AwakenedFrightfulPresenceDC|0	BONUS:VAR|AwakenedFrightfulPresenceDC|10+(HD/2)+CHA			BONUS:VAR|AwakenedFrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)																				SOURCEPAGE:Drac
# TO DO set up Familiar
Dragon Familiar		CATEGORY:Special Ability	TYPE:Companion

# Ability Name								Clear Description	Description																																																																																					Source Page
CATEGORY=Special Ability|Vulnerability to Acid.MOD		DESC:.CLEAR		DESC:You take half again as much (+50%%) damage as normal from Acid, regardless of whether a saving throw is allowed, or if the save is a success or failure|PREVAREQ:VulnerabilityAcidLvl,0	DESC:You take quarter again as much (+25%%) damage as normal from Acid, regardless of whether a saving throw is allowed, or if the save is a success or failure|PREVAREQ:VulnerabilityAcidLvl,1	DESC:You have suppressed your vulnerability to Acid|PREVAREQ:VulnerabilityAcidLvl,2									SOURCEPAGE:p.305
Draconic Fury			KEY:Bloodscaled Fury ~ Draconic Fury						CATEGORY:Special Ability	TYPE:Extraordinary.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:At 2nd level, a bloodscaled fury's rage becomes more fearsome. While raging, its Strength and Constitution scores increase by an additional 2 points and it gains an additional +1 morale bonus on its Will saves. Thus, an 11th-level barbarian/2nd-level bloodscaled fury gains +8 to its Strength and Constitution scores and +4 on its Will saves. (Its Armor Class penalty remains at -2.) At 6th level, and again at 10th, these bonuses increase by a similar amount. An 11th-level barbarian/10th-level bloodscaled fury gains +12 to its Strength and Constitution scores and +6 on its Will saves.																																																																																																																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.87
Scales of Blood			KEY:Bloodscaled Fury ~ Scales of Blood						CATEGORY:Special Ability	TYPE:Supernatural.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:Beginning at 3rd level, a bloodscaled fury earns its name. When it enters a rage, small quantities of blood ooze out around its scales, lining their edges and adding to the dragon's fearsome appearance. More important, the blood supernaturally wards the dragon from spells and weapon damage. For the duration of the dragon's rage, its spell resistance increases by its class level, and its damage reduction improves as well. The number before the slash in the dragon's damage reduction increases by 5 at 3rd level. In addition, at 7th level a bloodscaled fury's damage reduction can be overcome only by magic cold iron weapons, and at 11th level only by epic cold iron weapons. For example, an old white dragon with damage reduction 10/magic who reaches 3rd level as a bloodscaled fury gains damage reduction 15/magic while raging. At 7th level, it gains damage reduction 15/magic and cold iron while raging, and at 11th level it gains damage reduction 15/epic and cold iron while raging.																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.87
Rend					KEY:Bloodscaled Fury ~ Rend								CATEGORY:Special Ability	TYPE:Bloodscaled Fury Class Feature.Class Features.SpecialQuality							DESC:At 4th level, a bloodscaled fury gains Rend (see page 73) as a bonus feat, even if it doesn't have the prerequisites.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							SOURCEPAGE:p.87
Extended Fury			KEY:Bloodscaled Fury ~ Extended Fury						CATEGORY:Special Ability	TYPE:Extraordinary.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:At 5th level, a bloodscaled fury can remain in a rage for a number of rounds equal to 6 + its Con modifier.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									SOURCEPAGE:p.87
Incite Rage				KEY:Bloodscaled Fury ~ Incite Rage							CATEGORY:Special Ability	TYPE:Extraordinary.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:At 8th level, a bloodscaled fury gains the ability to incite rage in its allies whenever it enters a rage. The dragon can affect all willing allies within 60 feet, granting them a +4 morale bonus to Strength, a +4 morale bonus to Constitution, a +2 morale bonus on Will saves, and a -2 penalty to Armor Class for as long as the dragon remains raging. This ability is otherwise identical to normal barbarian rage, including the fatigue at the end of the rage.																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.87
Tireless Fury			KEY:Bloodscaled Fury ~ Tireless Fury						CATEGORY:Special Ability	TYPE:Extraordinary.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:At 9th level, a bloodscaled fury no longer becomes fatigued at the end of its rage.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.87
Blinding Speed			KEY:Bloodscaled Fury ~ Blinding Speed						CATEGORY:Special Ability	TYPE:Extraordinary.Bloodscaled Fury Class Feature.Class Features.SpecialQuality				DESC:A 12th-level bloodscaled fury can act as if under the effects of a haste spell for a total of 12 rounds each day. The duration of the effect need not be consecutive rounds. Activating this power is a free action.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							SOURCEPAGE:p.87

# Disciple of Ashardalon
Weapon and Armor Proficiency	KEY:Disciple of Ashardalon ~ Weapon and Armor Proficiency			CATEGORY:Special Ability	TYPE:Disciple of Ashardalon Class Feature.Class Features.SpecialQuality						DESC:A disciple of Ashardalon gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.88
Fiendbond				KEY:Disciple of Ashardalon ~ Fiendbond						CATEGORY:Special Ability	TYPE:Supernatural.Disciple of Ashardalon Class Feature.Class Features.SpecialQuality			DESC:As part of its initiation, a disciple of Ashardalon binds a demonic spirit to its own heart, emulating the manner in which Ashardalon himself took a balor as his heart. The dragon's alignment changes to chaotic evil if it was not already of that alignment. The dragon gains bonus sorcerer spells as if its Charisma score were 2 points higher than actual.																																																																																																																																																																																																																																																																																																																																																																																																																																																																SOURCEPAGE:p.88
Resistance				KEY:Disciple of Ashardalon ~ Resistance						CATEGORY:Special Ability	TYPE:Extraordinary.Disciple of Ashardalon Class Feature.Class Features.SpecialQuality			DESC:A disciple of Ashardalon gains resistance to acid, cold, electricity, and fire. This resistance is 5 at 1st level, and increases by 5 at 4th level and every four levels thereafter (10 at 4th level, 15 at 8th level, and 20 at 12th level).																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			SOURCEPAGE:p.88
Spell-Like Abilities		KEY:Disciple of Ashardalon ~ Spell-Like Abilities				CATEGORY:Special Ability	TYPE:Disciple of Ashardalon Class Feature.Class Features.SpecialQuality						DESC:A disciple of Ashardalon gains spell-like abilities as it increases in level. Its caster level is equal to its class level, and its saving throw DCs are 10 + its Cha modifier + spell level. Once an ability is gained, the disciple can use it a certain number of times per day, as follows: 3/day-darkness, poison, unholy aura; 1/day-blasphemy, contagion, desecrate, destruction, horrid wilting, unhallow, unholy aura, unholy blight.																																																																																																																																																																																																																																																																																																																																																																																																																																																		SOURCEPAGE:p.88
Skill Point Increase		KEY:Disciple of Ashardalon ~ Skill Point Increase				CATEGORY:Special Ability	TYPE:Disciple of Ashardalon Class Feature.Class Features.SpecialQuality						DESC:At 2nd level, and again at 10th level, a disciple of Ashardalon gains a pool of bonus skill points equal to the number of dragon Hit Dice it possesses. This pool represents a gradual transition from being a creature of the dragon type (with 6 skill points per HD) to being an outsider (with 8 skill points per HD). These bonus skill points are in addition to the skill points gained at every level, and are not modified by the dragon's Intelligence score.																																																																																																																																																																																																																																																																																																																																																																																																																																															SOURCEPAGE:p.89
Ability Increase			KEY:Disciple of Ashardalon ~ Ability Increase					CATEGORY:Special Ability	TYPE:Disciple of Ashardalon Class Feature.Class Features.SpecialQuality						DESC:Every three levels, a disciple of Ashardalon's ability scores increase automatically. At 3rd, 6th, 9th, and 12th level, its Strength, Dexterity, and Intelligence all increase by 1 point. At 6th and 12th level, its Constitution and Charisma also increase by 1 point. By 12th level, a disciple of Ashardalon has the ability score adjustments of the half-fiend template.																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.89
Poison Immunity			KEY:Disciple of Ashardalon ~ Poison Immunity					CATEGORY:Special Ability	TYPE:Extraordinary.Disciple of Ashardalon Class Feature.Class Features.SpecialQuality			DESC:A disciple of Ashardalon of 6th level or higher is immune to all forms of poison.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.89
Natural Armor Increase		KEY:Disciple of Ashardalon ~ Natural Armor Increase				CATEGORY:Special Ability	TYPE:Extraordinary.Disciple of Ashardalon Class Feature.Class Features.SpecialQuality			DESC:At 7th level, a disciple of Ashardalon's natural armor bonus improves by 1.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.89
Fiendish Perfection		KEY:Disciple of Ashardalon ~ Fiendish Perfection				CATEGORY:Special Ability	TYPE:Extraordinary.Disciple of Ashardalon Class Feature.Class Features.SpecialQuality			DESC:At 12th level, a disciple of Ashardalon's bond with its demonic spirit is complete and perfect. The dragon now has the half-fiend template and becomes an outsider rather than a dragon.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												SOURCEPAGE:p.89

# Dispassionate Watcher of Chronepsis
Weapon and Armor Proficiency	KEY:Dispassionate Watcher of Chronepsis ~ Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality			DESC:A dispassionate watcher gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.89
Divine Conversion			KEY:Dispassionate Watcher of Chronepsis ~ Divine Conversion			CATEGORY:Special Ability	TYPE:Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality			DESC:At 1st level, a dispassionate watcher loses any effective sorcerer level it had previously gained by virtue of its age and draconic variety. Its effective divine spellcasting level increases by the number of sorcerer levels it sacrificed. These effective levels apply only to the dragon's spellcasting, not to other class abilities (such as turning undead). For example, a very old amethyst dragon/1st-level cleric adopts the dispassionate watcher of Chronepsis prestige class. Its sorcerer caster level of 11th converts into eleven effective cleric levels, giving the dragon the spellcasting ability of a 12th-level cleric.																																																																																																																																																																																																																																																																																																																																																																																																																			SOURCEPAGE:p.89
Calming Aura			KEY:Dispassionate Watcher of Chronepsis ~ Calming Aura			CATEGORY:Special Ability	TYPE:Supernatural.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality	DESC:At 1st level, a dispassionate watcher loses its frightful presence ability (if it had one), gaining instead an infectious aura of calm detachment. This aura has the same radius and Will save DC as the dragon's frightful presence ability, if it had one. If it did not possess frightful presence, the radius is equal to 5 feet per 2 HD the dragon possesses (counting only its base dragon Hit Dice, not any class levels). The Will saving throw to resist the effect has a DC of 10 + 1/2 dragon's base HD + its Cha modifier. The effect of the aura is the same as that of a calm emotions spell, but it lasts as long as the dispassionate watcher does not attack.																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.90
Draconic Knowledge		KEY:Dispassionate Watcher of Chronepsis ~ Draconic Knowledge		CATEGORY:Special Ability	TYPE:Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality			DESC:A dispassionate watcher gains Draconic Knowledge (see page 69) as a bonus feat. It uses its dispassionate watcher level as an additional modifier on its draconic knowledge checks.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.90
Spellcasting			KEY:Dispassionate Watcher of Chronepsis ~ Spellcasting			CATEGORY:Special Ability	TYPE:Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality			DESC:From 2nd level on, when a new dispassionate watcher level is gained, the dragon gains new spells per day as if it had also gained a level in a divine spellcasting class it belonged to before it added the prestige class. It does not, however, gain any other benefit a character of that class would have gained (an improved chance of turning or rebuking undead, wild shape, and so on). This essentially means that the dragon adds the level of dispassionate watcher to the level of whatever divine spellcasting class the dragon has, then determines spells per day and caster level accordingly. If the dragon had more than one divine spellcasting class before becoming a dispassionate watcher, the dragon must decide to which class it adds each level of dispassionate watcher for the purpose of determining spells per day. A very old amethyst dragon/1st-level cleric/2nd-level dispassionate watcher has the spellcasting ability of a 13th level cleric: 11 from divine conversion of its sorcerer spellcasting levels, 1 from its single cleric level, and 1 from its two levels in the prestige class. If a dragon advances an age category after taking levels in this class, the added levels of spellcasting ability are added to its effective divine spellcasting level. If the very old amethyst dragon in the example above lives to be ancient, its spellcasting level would increase by 2, so it would cast spells as a 15th-level cleric.																																																																																																																																																																																																																																																																													SOURCEPAGE:p.90
Comprehend Languages		KEY:Dispassionate Watcher of Chronepsis ~ Comprehend Languages		CATEGORY:Special Ability	TYPE:SpellLike.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality		DESC:At 2nd level, a dispassionate watcher gains the ability to use comprehend languages at will.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											SOURCEPAGE:p.90
Stunning Rebuke			KEY:Dispassionate Watcher of Chronepsis ~ Stunning Rebuke			CATEGORY:Special Ability	TYPE:Supernatural.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality	DESC:A 4th-level dispassionate watcher can deliver a thunderous rebuke that stuns one creature of its choice within 100 feet. If the target creature fails a Will saving throw (DC 10 + dispassionate watcher's class level + 1/2 its Cha modifier), it is stunned for 1d4+1 rounds. This is a sonic effect, but is not language-dependent.																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.90
Tongues				KEY:Dispassionate Watcher of Chronepsis ~ Tongues				CATEGORY:Special Ability	TYPE:SpellLike.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality		DESC:A 5th-level dispassionate watcher can use tongues at will.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.90
Discern Lies			KEY:Dispassionate Watcher of Chronepsis ~ Discern Lies			CATEGORY:Special Ability	TYPE:Supernatural.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality	DESC:At 6th level, a dispassionate watcher knows when anyone (other than a deity) is deliberately lying. This ability is like the discern lies spell, except that it works continuously and applies to any creature the dragon can perceive.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.90
Clearsight				KEY:Dispassionate Watcher of Chronepsis ~ Clearsight				CATEGORY:Special Ability	TYPE:Extraordinary.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality	DESC:A 9th-level dispassionate watcher can see illusions, transmuted creatures and objects, and disguised creatures and objects for what they really are, provided they are within 30 feet of the dragon. This ability is similar to the true seeing spell, except that it also foils mundane disguises.																																																																																																																																																																																																																																																																																																																																																																																																																																																																										SOURCEPAGE:p.90
Vision				KEY:Dispassionate Watcher of Chronepsis ~ Vision				CATEGORY:Special Ability	TYPE:SpellLike.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality		DESC:At 10th level, a dispassionate watcher gains the ability to use vision three times per day. Using this ability is only a standard action for the dragon.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.90
Analyze Dweomer			KEY:Dispassionate Watcher of Chronepsis ~ Analyze Dweomer			CATEGORY:Special Ability	TYPE:SpellLike.Dispassionate Watcher of Chronepsis Class Feature.Class Features.SpecialQuality		DESC:A 12th-level dispassionate watcher can use analyze dweomer at will.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															SOURCEPAGE:p.90

# Dragon Ascendant
Weapon and Armor Proficiency	KEY:Dragon Ascendant ~ Weapon and Armor Proficiency				CATEGORY:Special Ability	TYPE:Dragon Ascendant Class Feature.Class Features.SpecialQuality							DESC:A dragon ascendant gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.91
Awesome Aura			KEY:Dragon Ascendant ~ Awesome Aura							CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:A dragon ascendant loses its innate frightful presence, replacing it with a special fear aura. This aura surrounds the dragon at any radius it chooses up to the extent of its frightful presence (30 feet - the dragon's age category), and is always active unless the dragon chooses to deactivate it. The dragon can choose to exclude its own allies from the effect of its aura. Creatures within the aura must make a Will save (DC equal to the dragon's frightful presence DC plus 1/2 its dragon ascendant levels). Creatures that fail their saving throws are shaken, while those that succeed are immune to the effect of that dragon's aura for 24 hours. If the dragon attacks or charges, shaken creatures must attempt a second Will save (same DC) or become frightened. When a dragon ascendant reaches 5th level, it can choose to modify its aura to inspire resolve in its allies and dread in its enemies. All allies of the dragon within the radius of its aura receive a +4 morale bonus on attack rolls, saves, and checks. The dragon's foes must succeed on a Will saving throw or take a -4 penalty on attack rolls, saves, and checks. When a dragon ascendant reaches 10th level, it gains a third option for its aura. The dragon can cause affected creatures to become dazed, simply staring at the dragon in fascinated awe, if they fail their Will saves. As with the fear aspect of the aura, the dragon can choose to exclude its allies from the effects of the aura. All uses of a dragon's awesome aura are mind-affecting effects.																																																																																																																																																																																																																																																													SOURCEPAGE:p.91
Hit Point Increase		KEY:Dragon Ascendant ~ Hit Point Increase						CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 2nd level, and every two levels thereafter, a dragon ascendant gains 1 hit point per Hit Die it possesses, including all its dragon Hit Dice and those gained from class levels. This benefit can never increase a dragon's hit points above the maximum for its Hit Dice and Constitution bonus. At 12th level, a dragon ascendant's hit points are equal to the maximum for its Hit Dice and Constitution bonus.																																																																																																																																																																																																																																																																																																																																																																																																																																																							SOURCEPAGE:p.92
Transmutation Immunity		KEY:Dragon Ascendant ~ Transmutation Immunity					CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 3rd level, a dragon ascendant gains immunity to polymorphing, petrification, and any other attack that would alter its form. Any shape-altering powers or spells the dragon has work normally on itself.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									SOURCEPAGE:p.92
Increased Damage Reduction	KEY:Dragon Ascendant ~ Increased Damage Reduction				CATEGORY:Special Ability	TYPE:Supernatural.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 4th level, a dragon ascendant's damage reduction can be overcome only by epic weapons. At 8th level, the amount of the dragon's damage reduction (the number before the slash) is increased by 5. For example, an ancient black dragon/8th-level dragon ascendant has damage reduction 20/epic.																																																																																																																																																																																																																																																																																																																																																																																																																																																																										SOURCEPAGE:p.92
Lifewarding				KEY:Dragon Ascendant ~ Lifewarding							CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 6th level, a dragon ascendant is no longer vulnerable to attacks that cause energy drain, ability drain, or ability damage.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.92
Deflection Bonus			KEY:Dragon Ascendant ~ Deflection Bonus						CATEGORY:Special Ability	TYPE:Supernatural.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 7th level, a dragon ascendant gains a deflection bonus to its Armor Class equal to its Charisma bonus, if any.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.92
Iron Mind				KEY:Dragon Ascendant ~ Iron Mind							CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 9th level, a dragon ascendant becomes immune to mind-affecting effects (charms, compulsions, phantasms, patterns, and morale effects).																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.92
Resistance to Fire		KEY:Dragon Ascendant ~ Resistance to Fire						CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 11th level, a dragon ascendant gains resistance to fire 20, if it does not already possess immunity to fire.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								SOURCEPAGE:p.92
Spell Resistance			KEY:Dragon Ascendant ~ Spell Resistance						CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:At 11th level, a dragon ascendant's spell resistance increases to 33.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															SOURCEPAGE:p.92
Immortality				KEY:Dragon Ascendant ~ Immortality							CATEGORY:Special Ability	TYPE:Extraordinary.Dragon Ascendant Class Feature.Class Features.SpecialQuality				DESC:A 12th-level dragon ascendant is actually a quasi-deity, and can no longer die from natural causes. It does not need to eat, sleep, or breathe. It can still be slain in physical or magical combat, and it is still subject to death from massive damage.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.92
Code of Conduct			KEY:Dragon Ascendant ~ Code of Conduct						CATEGORY:Special Ability	TYPE:Dragon Ascendant Class Feature.Class Features.SpecialQuality							DESC:A dragon ascendant must be absolutely true to the principles of its alignment, whatever they may be. A dragon ascendant loses its awesome aura if it ever willingly commits an act opposed to its alignment (and it does not regain its frightful presence), and it cannot gain more levels as a dragon ascendant. The dragon can regain its awesome aura and once more advance in the dragon ascendant prestige class if it atones for its violations (see the atonement spell in the Player's Handbook), as appropriate.																																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.92

# Elemental Master
Weapon and Armor Proficiency	KEY:Elemental Master ~ Weapon and Armor Proficiency				CATEGORY:Special Ability	TYPE:Elemental Master Class Feature.Class Features.SpecialQuality							DESC:An elemental master gains no proficiency with any weapons, armor, or shields.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														SOURCEPAGE:p.92
